,age,date,district,city,perpetrator_en_new,excuses_cat
1198,37.0,21/08/2013,Bağlar, Diyarbakır,known man,Woman Decision and Preferences
1199,8.0,17/08/2013,Merkez, Afyonkarahisar,attacker,Unknown
1200,37.0,16/08/2013,Tire, İzmir,boyfriend,Masculinity&Honor
1201,74.0,15/08/2013,Büyükçekmece, Istanbul,attacker,Other
1202,17.0,14/08/2013,Kağıthane, Istanbul,partner,Separation & Jealousy
1203,33.0,14/08/2013,Merkez, Erzincan,partner,Woman Decision and Preferences
1204,41.0,14/08/2013,Kağıthane, Istanbul,partner,Other
1205,22.0,14/08/2013,Karaburun, İzmir,partner,Separation & Jealousy
1206,44.0,13/08/2013,Fatsa, Ordu,partner,Unknown
1207,73.0,12/8/2013,Sultanbeyli, Istanbul,partner,Other
1208,47.0,11/8/2013,Salıpazarı, Samsun,partner,Other
1209,36.0,10/8/2013,Beyoğlu, Istanbul,partner,Other
1210,22.0,8/8/2013,Hamur, Ağrı,partner,Separation & Jealousy
1211,26.0,7/8/2013,Muratpaşa, Antalya,ex-partner,Unknown
1212,56.0,5/8/2013,Merkez, Iğdır,partner,Unknown
1213,41.0,2/8/2013,Merkez, Erzincan,known man,Unknown
1214,44.0,1/8/2013,Çeşme, İzmir,boyfriend,Masculinity&Honor
1215,44.0,29/07/2013,Menderes, İzmir,attacker,Sexual expectation
1216,27.0,21/07/2013,Seyhan, Adana,partner,Separation & Jealousy
1217,25.0,17/07/2013,Merkez, Uşak,ex-partner,Separation & Jealousy
1218,47.0,17/07/2013,İzmit, Kocaeli,partner,Other
1219,27.0,16/07/2013,Söke, Aydın,ex-partner,Other
1220,23.0,15/07/2013,Merkez, Batman,partner,Other
1221,32.0,11/7/2013,Bodrum, Muğla,ex-partner,Separation & Jealousy
1222,24.0,11/7/2013,Kuşadası, Aydın,known man,Unknown
1223,39.0,9/7/2013,Dinar, Afyonkarahisar,partner,Unknown
1224,35.0,2/7/2013,Manavgat, Antalya,partner,Masculinity&Honor
1225,31.0,28/06/2013,Beşiktaş, Istanbul,partner,Separation & Jealousy
1226,18.0,26/06/2013,Doğubayazıt, Ağrı,partner,Masculinity&Honor
1227,54.0,25/06/2013,Gölcük, Kocaeli,partner,Unknown
1228,15.0,25/06/2013,Seydişehir, Konya,father,Other
1229,36.0,25/06/2013,Seydişehir, Konya,partner,Other
1230,49.0,24/06/2013,Akşehir, Konya,partner,Separation & Jealousy
1231,53.0,18/06/2013,Bayrampaşa, Istanbul,partner,Separation & Jealousy
1232,32.0,16/06/2013,Şehitkâmil, Gaziantep,partner,Other
1233,39.0,11/6/2013,Kuşadası, Aydın,ex-partner,Separation & Jealousy
1234,21.0,6/6/2013,Bağlar, Diyarbakır,partner,Separation & Jealousy
1235,39.0,5/6/2013,Merkez, Iğdır,partner,Masculinity&Honor
1236,37.0,4/6/2013,Merkez, Uşak,partner,Other
1237,14.0,3/6/2013,Karayazı, Erzurum,brother,Masculinity&Honor
1238,25.0,2/6/2013,Merkez, Düzce,partner,Separation & Jealousy
1239,68.0,31/05/2013,Malkara, Tekirdağ,attacker,Other
1240,22.0,30/05/2013,Merkez, Denizli,brother,Masculinity&Honor
1241,39.0,28/05/2013,Merkez, Aydın,partner,Other
1242,35.0,26/05/2013,Adapazarı, Sakarya,known man,Other
1243,18.0,26/05/2013,Adapazarı, Sakarya,known man,Separation & Jealousy
1244,41.0,23/05/2013,Bornova, İzmir,partner,Other
1245,38.0,22/05/2013,Yenimahalle, Ankara,partner,Woman Decision and Preferences
1246,37.0,20/05/2013,Buca, İzmir,ex-partner,Separation & Jealousy
1247,24.0,15/05/2013,Beyoğlu, Istanbul,ex-partner,Separation & Jealousy
1248,24.0,10/5/2013,İskilip, Çorum,ex-partner,Separation & Jealousy
1249,19.0,8/5/2013,Şahinbey, Gaziantep,boyfriend,Masculinity&Honor
1250,16.0,3/5/2013,Akdeniz, Mersin,relative,Masculinity&Honor
1251,19.0,30/04/2013,Kozluk, Batman,partner,Other
1252,39.0,30/04/2013,Kağıthane, Istanbul,known man,Unknown
1253,,29/04/2013,Merkez, Düzce,partner,Other
1254,35.0,27/04/2013,Ürgüp, Nevşehir,ex-partner,Separation & Jealousy
1255,47.0,27/04/2013,Kestel, Bursa,ex-partner,Other
1256,19.0,19/04/2013,Bayraklı, İzmir,partner,Masculinity&Honor
1257,26.0,17/04/2013,Akdeniz, Mersin,partner,Other
1258,32.0,13/04/2013,Merkez, Manisa,partner,Separation & Jealousy
1259,68.0,11/4/2013,Altındağ, Ankara,partner,Separation & Jealousy
1260,29.0,10/4/2013,Kadirli, Osmaniye,partner,Other
1261,33.0,9/4/2013,Kızıltepe, Mardin,brother,Woman Decision and Preferences
1262,48.0,9/4/2013,Ereğli, Konya,partner,Other
1263,36.0,8/4/2013,Karşıyaka, İzmir,ex-partner,Masculinity&Honor
1264,33.0,8/4/2013,Manavgat, Antalya,relative,Other
1265,37.0,8/4/2013,Manavgat, Antalya,ex-partner,Separation & Jealousy
1266,49.0,2/4/2013,Çal, Denizli,partner,Other
1267,38.0,28/03/2013,Merkez, Edirne,partner,Separation & Jealousy
1268,34.0,26/03/2013,Yenimahalle, Ankara,partner,Separation & Jealousy
1269,,18/03/2013,Keçiören, Ankara,partner,Separation & Jealousy
1270,30.0,17/03/2013,Güngören, Istanbul,ex-partner,Separation & Jealousy
1271,48.0,17/03/2013,Güngören, Istanbul,relative,Other
1272,39.0,15/03/2013,Kemer, Antalya,boyfriend,Other
1273,39.0,10/3/2013,Dalaman, Muğla,partner,Separation & Jealousy
1274,38.0,8/3/2013,Turgutlu, Manisa,partner,Masculinity&Honor
1275,41.0,5/3/2013,Darıca, Kocaeli,brother,Masculinity&Honor
1276,64.0,4/3/2013,Bornova, İzmir,partner,Other
1277,31.0,1/3/2013,Dörtyol, Hatay,ex-partner,Unknown
1278,0.0,1/3/2013,Dörtyol, Hatay,relative,Unknown
1279,60.0,1/3/2013,Şehitkâmil, Gaziantep,partner,Other
1280,57.0,27/02/2013,Sarıyer, Istanbul,relative,Other
1281,25.0,25/02/2013,Karabağlar, İzmir,partner,Separation & Jealousy
1282,19.0,5/2/2013,Merkez, Adıyaman,boyfriend,Woman Decision and Preferences
1283,28.0,4/2/2013,Bergama, İzmir,partner,Separation & Jealousy
1284,44.0,4/2/2013,Esenyurt, Istanbul,boyfriend,Unknown
1285,21.0,3/2/2013,Çarşamba, Samsun,partner,Separation & Jealousy
1286,60.0,30/01/2013,Seyhan, Adana,partner,Unknown
1287,31.0,30/01/2013,Seyhan, Adana,father,Unknown
1288,48.0,30/01/2013,Sivaslı, Uşak,ex-partner,Unknown
1289,32.0,22/01/2013,Merkez, Denizli,son,Masculinity&Honor
1290,28.0,22/01/2013,Kulu, Konya,partner,Masculinity&Honor
1291,25.0,22/01/2013,Gebze, Kocaeli,partner,Separation & Jealousy
1292,36.0,22/01/2013,Gebze, Kocaeli,partner,Unknown
1293,33.0,21/01/2013,Fatih, Istanbul,attacker,Sexual expectation
1294,31.0,19/01/2013,Canik, Samsun,boyfriend,Unknown
1295,36.0,17/01/2013,Erciş, Van,partner,Unknown
1296,32.0,17/01/2013,Ödemiş, İzmir,boyfriend,Other
1297,25.0,16/01/2013,İzmit, Kocaeli,partner,Other
1298,34.0,15/01/2013,Etimesgut, Ankara,partner,Separation & Jealousy
1299,25.0,15/01/2013,Nizip, Gaziantep,partner,Separation & Jealousy
1300,54.0,15/01/2013,Nizip, Gaziantep,partner,Other
1301,56.0,13/01/2013,Meram, Konya,son,Other
1302,28.0,7/1/2013,Doğanşehir, Malatya,partner,Separation & Jealousy
1303,25.0,2/1/2013,Eyüp, Istanbul,ex-partner,Separation & Jealousy
1304,33.0,31/12/2012,Avcılar, Istanbul,partner,Separation & Jealousy
1305,17.0,29/12/2012,Kayapınar, Diyarbakır,partner,Unknown
1306,15.0,28/12/2012,Kozluk, Batman,relative,Sexual expectation
1307,33.0,23/12/2012,Damal, Ardahan,partner,Unknown
1308,57.0,18/12/2012,Kocasinan, Kayseri,partner,Other
1309,19.0,17/12/2012,Beylikdüzü, Istanbul,known man,Unknown
1310,33.0,14/12/2012,Meram, Konya,boyfriend,Other
1311,22.0,14/12/2012,Yüreğir, Adana,partner,Separation & Jealousy
1312,27.0,8/12/2012,Selçuk, Konya,ex-partner,Separation & Jealousy
1313,50.0,6/12/2012,İznik, Bursa,partner,Unknown
1314,51.0,5/12/2012,Fatih, Istanbul,partner,Separation & Jealousy
1315,37.0,4/12/2012,Savur, Mardin,partner,Unknown
1316,29.0,3/12/2012,Konak, İzmir,known man,Separation & Jealousy
1317,42.0,29/11/2012,Tepebaşı, Eskişehir,partner,Separation & Jealousy
1318,50.0,26/11/2012,Ergani, Diyarbakır,partner,Separation & Jealousy
1319,41.0,25/11/2012,Merkez, Erzincan,partner,Separation & Jealousy
1320,39.0,17/11/2012,Yenişehir, Diyarbakır,partner,Separation & Jealousy
1321,35.0,13/11/2012,Kuşadası, Aydın,partner,Separation & Jealousy
1322,17.0,13/11/2012,Adapazarı, Sakarya,partner,Separation & Jealousy
1323,34.0,10/11/2012,Tarsus, Mersin,ex-partner,Other
1324,31.0,6/11/2012,Zeytinburnu, Istanbul,boyfriend,Separation & Jealousy
1325,38.0,4/11/2012,Bağcılar, Istanbul,partner,Separation & Jealousy
1326,18.0,4/11/2012,Bağcılar, Istanbul,father,Unknown
1327,15.0,4/11/2012,Bağcılar, Istanbul,father,Unknown
1328,14.0,4/11/2012,Bağcılar, Istanbul,father,Unknown
1329,43.0,3/11/2012,Yerköy, Yozgat,father,Unknown
1330,32.0,28/10/2012,Merkez, Malatya,known man,Other
1331,17.0,27/10/2012,Kadirli, Osmaniye,boyfriend,Masculinity&Honor
1332,29.0,24/10/2012,Muratpaşa, Antalya,attacker,Unknown
1333,25.0,21/10/2012,İzmit, Kocaeli,attacker,Unknown
1334,75.0,17/10/2012,Pınarbaşı, Kastamonu,partner,Other
1335,20.0,15/10/2012,Bahçelievler, Istanbul,attacker,Sexual expectation
1336,31.0,15/10/2012,Yağlıdere, Giresun,partner,Other
1337,55.0,14/10/2012,Biga, Çanakkale,partner,Unknown
1338,38.0,29/09/2012,Yüreğir, Adana,partner,Separation & Jealousy
1339,38.0,25/09/2012,Merkez, Adıyaman,partner,Unknown
1340,36.0,21/09/2012,Mamak, Ankara,partner,Separation & Jealousy
1341,28.0,18/09/2012,Odunpazarı, Eskişehir,ex-partner,Unknown
1342,34.0,18/09/2012,Merkez, Kırklareli,partner,Other
1343,41.0,17/09/2012,Merkez, Aksaray,partner,Separation & Jealousy
1344,37.0,16/09/2012,Çerkezköy, Tekirdağ,partner,Unknown
1345,31.0,15/09/2012,Canik, Samsun,relative,Fight
1346,26.0,14/09/2012,Küçükçekmece, Istanbul,partner,Separation & Jealousy
1347,23.0,13/09/2012,Beykoz, Istanbul,ex-partner,Separation & Jealousy
1348,52.0,11/9/2012,Melikgazi, Kayseri,partner,Unknown
1349,43.0,11/9/2012,Dinar, Afyonkarahisar,partner,Other
1350,19.0,4/9/2012,Kızıltepe, Mardin,relative,Unknown
1351,27.0,2/9/2012,Ceyhan, Adana,partner,Other
1352,53.0,29/08/2012,Keçiören, Ankara,ex-partner,Unknown
1353,20.0,28/08/2012,Çeşme, İzmir,relative,Other
1354,19.0,24/08/2012,Çarşamba, Samsun,known man,Separation & Jealousy
1355,49.0,24/08/2012,Konak, İzmir,boyfriend,Separation & Jealousy
1356,75.0,23/08/2012,Nazilli, Aydın,son,Unknown
1357,24.0,23/08/2012,Siverek, Şanlıurfa,ex-partner,Unknown
1358,41.0,23/08/2012,Seyhan, Adana,boyfriend,Separation & Jealousy
1359,45.0,22/08/2012,Bayramiç, Çanakkale,relative,Other
1360,32.0,20/08/2012,Konak, İzmir,relative,Other
1361,25.0,19/08/2012,Ulus, Bartın,ex-partner,Other
1362,25.0,18/08/2012,İnegöl, Bursa,ex-partner,Other
1363,35.0,17/08/2012,Konak, İzmir,partner,Separation & Jealousy
1364,,15/08/2012,Sultangazi, Istanbul,partner,Unknown
1365,58.0,11/8/2012,Toroslar, Mersin,partner,Other
1366,50.0,11/8/2012,Çeşme, İzmir,ex-partner,Other
1367,51.0,5/8/2012,İskenderun, Hatay,partner,Other
1368,27.0,5/8/2012,Merkez, Çorum,known man,Separation & Jealousy
1369,28.0,1/8/2012,Sorgun, Yozgat,partner,Woman Decision and Preferences
1370,55.0,31/07/2012,Eyüp, Istanbul,partner,Unknown
1371,37.0,30/07/2012,Bornova, İzmir,partner,Separation & Jealousy
1372,32.0,29/07/2012,Yenimahalle, Ankara,ex-partner,Separation & Jealousy
1373,24.0,28/07/2012,Dörtdivan, Bolu,partner,Other
1374,2.0,27/07/2012,Gebze, Kocaeli,father,Fight
1375,30.0,27/07/2012,Küçükçekmece, Istanbul,partner,Separation & Jealousy
1376,24.0,25/07/2012,Hamur, Ağrı,partner,Unknown
1377,43.0,24/07/2012,Atakum, Samsun,boyfriend,Other
1378,31.0,23/07/2012,Merkez, Kahramanmaraş,boyfriend,Other
1379,25.0,20/07/2012,Konak, İzmir,ex-partner,Separation & Jealousy
1380,33.0,19/07/2012,Küçükçekmece, Istanbul,partner,Unknown
1381,19.0,18/07/2012,Fatih, Istanbul,partner,Household service expectations
1382,37.0,12/7/2012,Ümraniye, Istanbul,partner,Other
1383,46.0,7/7/2012,Merkez, Çankırı,partner,Separation & Jealousy
1384,25.0,7/7/2012,Yenimahalle, Ankara,partner,Separation & Jealousy
1385,29.0,4/7/2012,Bahçelievler, Istanbul,partner,Separation & Jealousy
1386,36.0,2/7/2012,Çorlu, Tekirdağ,partner,Separation & Jealousy
1387,24.0,1/7/2012,Ümraniye, Istanbul,partner,Separation & Jealousy
1388,31.0,29/06/2012,Yenimahalle, Ankara,boyfriend,Other
1389,13.0,28/06/2012,Şahinbey, Gaziantep,father,Masculinity&Honor
1390,33.0,28/06/2012,Aksu, Antalya,boyfriend,Separation & Jealousy
1391,30.0,27/06/2012,Bağlar, Diyarbakır,partner,Unknown
1392,25.0,26/06/2012,Karacabey, Bursa,partner,Separation & Jealousy
1393,48.0,26/06/2012,Karacabey, Bursa,partner,Other
1394,83.0,24/06/2012,Sungurlu, Çorum,partner,Other
1395,32.0,23/06/2012,Milas, Muğla,boyfriend,Other
1396,32.0,19/06/2012,Ceyhan, Adana,partner,Other
1397,18.0,19/06/2012,Ceyhan, Adana,partner,Separation & Jealousy
1398,22.0,14/06/2012,Merkez, Elazığ,brother,Masculinity&Honor
1399,41.0,7/6/2012,Merkez, Kars,partner,Separation & Jealousy
1400,,5/6/2012,Keçiören, Ankara,partner,Other
1401,23.0,3/6/2012,Keçiören, Ankara,father,Other
1402,48.0,3/6/2012,Keçiören, Ankara,ex-partner,Separation & Jealousy
1403,19.0,31/05/2012,Antakya, Hatay,boyfriend,Unknown
1404,24.0,27/05/2012,Konak, İzmir,partner,Woman Decision and Preferences
1405,25.0,24/05/2012,Melikgazi, Kayseri,partner,Separation & Jealousy
1406,35.0,23/05/2012,Gemlik, Bursa,partner,Children
1407,25.0,23/05/2012,Burhaniye, Balıkesir,brother,Other
1408,25.0,23/05/2012,Merkez, Aksaray,partner,Other
1409,49.0,23/05/2012,Burhaniye, Balıkesir,son,Other
1410,29.0,21/05/2012,Selçuklu, Konya,partner,Separation & Jealousy
1411,67.0,20/05/2012,Tire, İzmir,known man,Other
1412,23.0,16/05/2012,Saray, Tekirdağ,partner,Separation & Jealousy
1413,30.0,14/05/2012,Erfelek, Sinop,partner,Other
1414,36.0,12/5/2012,Sarıyer, Istanbul,partner,Other
1415,56.0,10/5/2012,Karabağlar, İzmir,partner,Woman Decision and Preferences
1416,26.0,10/5/2012,Merkez, Aksaray,partner,Separation & Jealousy
1417,40.0,9/5/2012,Selçuk, İzmir,boyfriend,Separation & Jealousy
1418,55.0,3/5/2012,Çankaya, Ankara,partner,Separation & Jealousy
1419,17.0,1/5/2012,Çukurova, Adana,ex-partner,Separation & Jealousy
1420,21.0,29/04/2012,Karakoçan, Elazığ,boyfriend,Separation & Jealousy
1421,20.0,26/04/2012,Yakutiye, Erzurum,partner,Separation & Jealousy
1422,34.0,25/04/2012,Küçükçekmece, Istanbul,partner,Unknown
1423,30.0,25/04/2012,Tarsus, Mersin,ex-partner,Masculinity&Honor
1424,43.0,22/04/2012,Nilüfer, Bursa,partner,Separation & Jealousy
1425,35.0,17/04/2012,Çorlu, Tekirdağ,boyfriend,Other
1426,44.0,17/04/2012,İlkadım, Samsun,partner,Separation & Jealousy
1427,21.0,14/04/2012,Başkale, Van,partner,Separation & Jealousy
1428,26.0,12/4/2012,Kozan, Adana,partner,Separation & Jealousy
1429,23.0,6/4/2012,Kuşadası, Aydın,known man,Unknown
1430,50.0,5/4/2012,Cihanbeyli, Konya,partner,Separation & Jealousy
1431,23.0,30/03/2012,Karabağlar, İzmir,known man,Unknown
1432,30.0,28/03/2012,Silivri, Istanbul,partner,Separation & Jealousy
1433,25.0,28/03/2012,Kula, Manisa,partner,Separation & Jealousy
1434,18.0,27/03/2012,Konak, İzmir,partner,Separation & Jealousy
1435,28.0,26/03/2012,Karacabey, Bursa,partner,Separation & Jealousy
1436,48.0,26/03/2012,Fatsa, Ordu,ex-partner,Separation & Jealousy
1437,27.0,25/03/2012,Bağcılar, Istanbul,ex-partner,Masculinity&Honor
1438,74.0,23/03/2012,Ceylanpınar, Şanlıurfa,attacker,Other
1439,28.0,11/3/2012,Altındağ, Ankara,boyfriend,Woman Decision and Preferences
1440,40.0,9/3/2012,Pendik, Istanbul,relative,Unknown
1441,32.0,29/02/2012,Keçiören, Ankara,partner,Separation & Jealousy
1442,33.0,29/02/2012,Konak, İzmir,ex-partner,Separation & Jealousy
1443,31.0,28/02/2012,Ümraniye, Istanbul,partner,Other
1444,28.0,27/02/2012,Serik, Antalya,partner,Masculinity&Honor
1445,26.0,26/02/2012,Bağcılar, Istanbul,brother,Masculinity&Honor
1446,22.0,24/02/2012,Etimesgut, Ankara,father,Other
1447,19.0,24/02/2012,Pendik, Istanbul,partner,Woman Decision and Preferences
1448,22.0,24/02/2012,Merkez, Niğde,partner,Other
1449,16.0,23/02/2012,Kadirli, Osmaniye,attacker,Other
1450,16.0,23/02/2012,Kadirli, Osmaniye,known man,Separation & Jealousy
1451,29.0,22/02/2012,Merkez, Kastamonu,ex-partner,Other
1452,80.0,21/02/2012,Kocasinan, Kayseri,partner,Unknown
1453,25.0,21/02/2012,Sultangazi, Istanbul,known man,Separation & Jealousy
1454,26.0,19/02/2012,Melikgazi, Kayseri,partner,Masculinity&Honor
1455,24.0,15/02/2012,Bodrum, Muğla,boyfriend,Separation & Jealousy
1456,26.0,14/02/2012,İzmit, Kocaeli,brother,Unknown
1457,23.0,14/02/2012,Çaldıran, Van,partner,Masculinity&Honor
1458,52.0,13/02/2012,Merkez, Balıkesir,partner,Other
1459,38.0,13/02/2012,Kadıköy, Istanbul,known man,Other
1460,42.0,13/02/2012,Merkez, Kahramanmaraş,partner,Separation & Jealousy
1461,30.0,11/2/2012,Altındağ, Ankara,known man,Unknown
1462,35.0,11/2/2012,Keçiören, Ankara,partner,Separation & Jealousy
1463,19.0,10/2/2012,Ceylanpınar, Şanlıurfa,boyfriend,Masculinity&Honor
1464,46.0,10/2/2012,Merkez, Manisa,partner,Other
1465,40.0,9/2/2012,Pursaklar, Ankara,partner,Unknown
1466,25.0,5/2/2012,Merkez, Uşak,partner,Other
1467,18.0,5/2/2012,İncirliova, Aydın,partner,Separation & Jealousy
1468,2.0,3/2/2012,Yenişehir, Diyarbakır,father,Unknown
1469,29.0,3/2/2012,Şehitkâmil, Gaziantep,known man,Other
1470,33.0,3/2/2012,Yenişehir, Diyarbakır,partner,Unknown
1471,2.0,3/2/2012,Yenişehir, Diyarbakır,father,Unknown
1472,23.0,28/01/2012,Pendik, Istanbul,partner,Unknown
1473,33.0,21/01/2012,Ezine, Çanakkale,partner,Unknown
1474,17.0,19/01/2012,İslahiye, Gaziantep,partner,Other
1475,43.0,19/01/2012,İslahiye, Gaziantep,partner,Unknown
1476,47.0,17/01/2012,Karatay, Konya,son,Masculinity&Honor
1477,7.0,15/01/2012,Manavgat, Antalya,father,Unknown
1478,35.0,15/01/2012,Manavgat, Antalya,partner,Unknown
1479,60.0,12/1/2012,Sarıyer, Istanbul,son,Other
1480,38.0,7/1/2012,Çankaya, Ankara,boyfriend,Unknown
1481,25.0,5/1/2012,Çerkezköy, Tekirdağ,relative,Other
1482,22.0,4/1/2012,Seyhan, Adana,ex-partner,Separation & Jealousy
1483,27.0,3/1/2012,Dilovası, Kocaeli,partner,Other
1484,48.0,2/1/2012,Merkez, Şanlıurfa,partner,Other
1485,23.0,1/1/2012,Muratpaşa, Antalya,partner,Separation & Jealousy
1486,21.0,28/12/2011,Kâhta, Adıyaman,brother,Masculinity&Honor
1487,33.0,24/12/2011,Muratpaşa, Antalya,partner,Separation & Jealousy
1488,12.0,24/12/2011,Merkez, Kahramanmaraş,attacker,Sexual expectation
1489,58.0,23/12/2011,Hendek, Sakarya,partner,Other
1490,32.0,23/12/2011,Karamürsel, Kocaeli,attacker,Other
1491,22.0,20/12/2011,Akçadağ, Malatya,ex-partner,Separation & Jealousy
1492,19.0,20/12/2011,Merkez, Nevşehir,partner,Other
1493,36.0,19/12/2011,Merzifon, Amasya,partner,Unknown
1494,16.0,19/12/2011,Merzifon, Amasya,relative,Unknown
1495,65.0,16/12/2011,Avanos, Nevşehir,attacker,Other
1496,45.0,15/12/2011,Çayırova, Kocaeli,partner,Other
1497,30.0,14/12/2011,Merkez, Trabzon,partner,Separation & Jealousy
1498,33.0,14/12/2011,Cihanbeyli, Konya,attacker,Sexual expectation
1499,24.0,14/12/2011,Alaplı, Zonguldak,ex-partner,Separation & Jealousy
1500,45.0,9/12/2011,Zile, Tokat,partner,Other
1501,34.0,5/12/2011,Merkez, Denizli,ex-partner,Other
1502,36.0,3/12/2011,Ümraniye, Istanbul,partner,Separation & Jealousy
1503,66.0,26/11/2011,Muratpaşa, Antalya,partner,Other
1504,21.0,23/11/2011,İnegöl, Bursa,known man,Fight
1505,57.0,20/11/2011,Konyaaltı, Antalya,partner,Masculinity&Honor
1506,31.0,17/11/2011,Çekmeköy, Istanbul,partner,Masculinity&Honor
1507,30.0,17/11/2011,Çukurova, Adana,ex-partner,Separation & Jealousy
1508,40.0,15/11/2011,Merkez, Kahramanmaraş,relative,Masculinity&Honor
1509,22.0,15/11/2011,Merkez, Denizli,father-in-law,Masculinity&Honor
1510,40.0,14/11/2011,Kozan, Adana,son,Unknown
1511,37.0,13/11/2011,Selçuklu, Konya,partner,Separation & Jealousy
1512,42.0,12/11/2011,Çorlu, Tekirdağ,partner,Separation & Jealousy
1513,55.0,12/11/2011,Keçiören, Ankara,partner,Separation & Jealousy
1514,16.0,6/11/2011,Beydağ, İzmir,relative,Woman Decision and Preferences
1515,42.0,6/11/2011,Beydağ, İzmir,partner,Woman Decision and Preferences
1516,28.0,2/11/2011,Ceyhan, Adana,brother,Masculinity&Honor
1517,19.0,1/11/2011,Şehitkâmil, Gaziantep,father,Woman Decision and Preferences
1518,36.0,31/10/2011,Gemlik, Bursa,attacker,Other
1519,18.0,29/10/2011,Çankaya, Ankara,boyfriend,Separation & Jealousy
1520,30.0,27/10/2011,Yıldırım, Bursa,partner,Separation & Jealousy
1521,30.0,26/10/2011,Şahinbey, Gaziantep,partner,Separation & Jealousy
1522,24.0,21/10/2011,Kuşadası, Aydın,partner,Separation & Jealousy
1523,31.0,19/10/2011,Kartal, Istanbul,partner,Separation & Jealousy
1524,20.0,14/10/2011,Şehitkâmil, Gaziantep,partner,Masculinity&Honor
1525,28.0,14/10/2011,Bornova, İzmir,partner,Separation & Jealousy
1526,15.0,13/10/2011,Merkez, Kahramanmaraş,father,Masculinity&Honor
1527,35.0,12/10/2011,Keçiören, Ankara,son,Masculinity&Honor
1528,32.0,12/10/2011,Bandırma, Balıkesir,partner,Separation & Jealousy
1529,34.0,10/10/2011,Çerkeş, Çankırı,partner,Other
1530,33.0,8/10/2011,Merkez, Manisa,partner,Separation & Jealousy
1531,30.0,8/10/2011,Merkez, Osmaniye,partner,Other
1532,24.0,7/10/2011,Şahinbey, Gaziantep,brother,Woman Decision and Preferences
1533,25.0,6/10/2011,Menemen, İzmir,ex-partner,Unknown
1534,20.0,4/10/2011,Pazar, Tokat,partner,Unknown
1535,52.0,2/10/2011,Aslanapa, Kütahya,partner,Separation & Jealousy
1536,47.0,1/10/2011,Tarsus, Mersin,partner,Separation & Jealousy
1537,32.0,27/09/2011,Merkez, Elazığ,brother,Masculinity&Honor
1538,34.0,26/09/2011,İzmit, Kocaeli,ex-partner,Separation & Jealousy
1539,34.0,25/09/2011,Merkez, Kırıkkale,partner,Unknown
1540,39.0,25/09/2011,Karataş, Adana,boyfriend,Separation & Jealousy
1541,35.0,24/09/2011,Merkez, Denizli,boyfriend,Separation & Jealousy
1542,33.0,24/09/2011,Çınarcık, Yalova,ex-partner,Masculinity&Honor
1543,80.0,24/09/2011,Tarsus, Mersin,attacker,Other
1544,23.0,22/09/2011,Selçuklu, Konya,boyfriend,Separation & Jealousy
1545,22.0,21/09/2011,Merkez, Bolu,partner,Other
1546,32.0,19/09/2011,Adapazarı, Sakarya,ex-partner,Separation & Jealousy
1547,31.0,17/09/2011,Kocasinan, Kayseri,boyfriend,Masculinity&Honor
1548,29.0,16/09/2011,Bergama, İzmir,boyfriend,Other
1549,22.0,15/09/2011,Ergani, Diyarbakır,brother,Other
1550,48.0,14/09/2011,Merkez, Kahramanmaraş,boyfriend,Other
1551,65.0,9/9/2011,Sarıkamış, Kars,partner,Other
1552,30.0,9/9/2011,Çukurova, Adana,boyfriend,Separation & Jealousy
1553,32.0,8/9/2011,Silifke, Mersin,partner,Separation & Jealousy
1554,24.0,8/9/2011,Çayeli, Rize,brother,Masculinity&Honor
1555,49.0,5/9/2011,Akkuş, Ordu,partner,Woman Decision and Preferences
1556,34.0,3/9/2011,Şişli, Istanbul,partner,Separation & Jealousy
1557,19.0,2/9/2011,Toroslar, Mersin,boyfriend,Separation & Jealousy
1558,51.0,1/9/2011,Keçiören, Ankara,partner,Other
1559,14.0,1/9/2011,Devrek, Zonguldak,known man,Masculinity&Honor
1560,39.0,30/08/2011,Karapürçek, Sakarya,partner,Separation & Jealousy
1561,58.0,25/08/2011,Merkez, Kastamonu,partner,Other
1562,33.0,25/08/2011,Merkez, Zonguldak,partner,Separation & Jealousy
1563,21.0,24/08/2011,Merkez, Çorum,partner,Unknown
1564,35.0,24/08/2011,Menderes, İzmir,partner,Separation & Jealousy
1565,22.0,22/08/2011,Seyhan, Adana,partner,Separation & Jealousy
1566,,19/08/2011,Haymana, Ankara,partner,Other
1567,50.0,19/08/2011,Buca, İzmir,known man,Separation & Jealousy
1568,54.0,19/08/2011,Buca, İzmir,known man,Separation & Jealousy
1569,63.0,17/08/2011,Ataşehir, Istanbul,partner,Other
1570,27.0,9/8/2011,Merkez, Uşak,partner,Separation & Jealousy
1571,24.0,4/8/2011,Merkez, Giresun,ex-partner,Separation & Jealousy
1572,20.0,4/8/2011,Menemen, İzmir,partner,Separation & Jealousy
1573,38.0,3/8/2011,Merkez, Van,partner,Other
1574,24.0,1/8/2011,Fatih, Istanbul,attacker,Woman Decision and Preferences
1575,30.0,1/8/2011,Seyhan, Adana,partner,Separation & Jealousy
1576,23.0,31/07/2011,Tepebaşı, Eskişehir,boyfriend,Separation & Jealousy
1577,28.0,30/07/2011,Merkez, Van,partner,Other
1578,41.0,29/07/2011,Sultangazi, Istanbul,ex-partner,Separation & Jealousy
1579,53.0,29/07/2011,Merkez, Burdur,partner,Woman Decision and Preferences
